x,y,z
-0.00627047818924444,0.0351982149926346,a
0.3832994687365275,-0.17747141665074898,a
0.16412921435101138,-0.06065779573016822,a
-0.06530436096816608,0.329633055596157,a
0.24762490469640894,0.24405289080019155,a
0.3916436421462987,0.006301152489827715,a
0.20458589138848918,-0.09308002697803681,a
0.09724990574653262,-0.039042916310305376,a
0.029098789497815455,0.1785471076310741,a
-0.24546620497004173,0.627716182705638,a
-0.3018052144499106,-0.36425658383631965,a
0.34743326205002034,0.23749880818888075,a
0.18723594511564653,0.18850365277928396,a
-0.0036740318540743866,-0.26917631144574944,a
0.0227413674581179,-0.2031485134536335,a
0.29253592002532536,-0.044117214450641595,a
-0.24764915903775345,-0.09641575249589802,a
0.1238794362826873,-0.1691173658411924,a
-0.24666611866992944,0.07310616344757369,a
0.07348997133261682,-0.15208295261133892,a
-0.14131149168549684,0.06961498120729089,a
-0.43442530244919725,-0.42223913231296656,a
-0.2155332663757308,-0.06403414551355417,a
0.09327226967940137,0.4426068650848656,a
0.2572978869606058,-0.04798155898902813,a
-0.005704862370806649,-0.30075880939134264,a
-0.005553940797716979,-0.08659759167604149,a
0.09681556810142684,-0.24816928306569688,a
0.1558039542723517,0.4598216739007733,a
-0.032628044537057276,0.12051351662968243,a
0.20704319751333375,-0.12036614156575087,a
0.06722774454312502,0.0037777202345384577,a
0.029302829564649514,-0.23190293515663993,a
0.007353052277682814,0.14939948737363493,a
0.4353430823385125,0.287781247825562,a
0.6459547372534669,-0.23020426886641485,a
0.26169619101620345,0.05500260172150552,a
0.6569408799653017,-0.24248948560654543,a
-0.2519165526542328,-0.17981779363320663,a
-0.637168717292942,-0.15772650650422831,a
-0.22773979846610937,0.045118135942862285,a
0.10252679273314783,0.5628512517647658,a
-0.333926943710461,0.8507721403519234,b
0.3751832475276718,-0.885327765064783,b
-0.4388181382849184,-1.009367849465106,b
0.49176557682969274,0.8038135889818914,b
0.9182546169272999,-0.5752657594246375,b
0.39042533189147566,-0.7964854456049473,b
1.0010340236321928,-0.32664758346444883,b
-0.17387492766607116,-1.1308680004940248,b
-0.569639691640277,-0.49221132355179237,b
-0.8015307458768308,0.45223869007632395,b
0.9646216889187142,-0.43387733877606655,b
0.6527821139651175,-0.7305331674650832,b
0.9955361045611768,0.2907138314264135,b
0.9267367565950266,0.15495137201808662,b
-0.7197572277716104,0.7066416832299465,b
0.3655737067798324,-0.914036526539848,b
1.1132112001771668,-0.08918736215079656,b
0.6005646111568381,0.8311760440131437,b
-0.8581639406615046,-0.5763808974434882,b
-0.7026069973481467,0.6524296440269636,b
0.9342943082720149,-0.17874702518800406,b
0.5233582102151213,-0.8009092408600357,b
0.5477159875484807,-0.883432821659757,b
-0.9394289413755961,0.18721283949769413,b
-0.8850895645047981,0.5247962736728248,b
-0.1769545605683707,1.194504134766106,b
1.0196224893141406,0.3770722775018909,b
0.6384847638394571,-0.7267705369279748,b
0.43125797709928226,-1.0337739068524743,b
0.9591909535237878,-0.001701521226260106,b
0.796009790275267,-0.01682328622161253,b
-0.8452025584730807,-0.3068839407164676,b
0.09675273691919252,-0.8071425820827633,b
0.9073254752115371,-0.3281667297556615,b
0.5870707274107287,-0.8118097247645335,b
0.019454809483002232,1.1674816458783943,b
-0.9832344539451888,0.3157598745963497,b
0.6733050156666205,0.7094507033851207,b
1.038121028099582,-0.30832609917933956,b
-0.6119010035961439,-0.48191419728398627,b
0.13694109640634822,1.014359497385748,b
-0.5087751565992046,-0.949348834873837,b
-0.6280015410995758,-0.5759852325213579,b
-0.7003703692229714,0.866783645247986,b
0.7816664152153586,0.676640742936841,b
-0.45342231593149745,-0.8444378373506706,b
-1.0546343041460076,-0.1353033134865961,b
0.17150924824639394,-1.2150241190493605,b
-1.0100262893883158,-0.12865029772005598,b
0.6136826140745922,-0.8207642176881708,b
-0.9037713916073666,-0.30567174577363126,b
-0.8487600441182738,-0.3418477265369738,b
0.7737357030435439,-0.75782240718187,b
-0.7513419277598598,0.52115001446623,b
0.6707063758774737,0.7513437442770656,b
0.9367049542035157,0.17127143889763985,b
0.03381852297816027,-1.0473521324691017,b
-0.751914277072,-0.7088516382133337,b
-0.3140608566372904,-1.058129792860563,b
0.21884712917358357,0.9234196345933626,b
0.6371514632871529,0.7353851715797387,b
0.8983591829498068,0.08232751281688054,b
-0.5645205005958222,0.7709941098356786,b
-0.8764719220393601,-0.555590339284368,b
-0.8384253759034588,0.6739220504090369,b
-0.8386278165645326,0.34752583975847895,b
0.8957618498858956,-0.615706128662821,b
-0.6573577795900901,0.9259513277789654,b
-1.0373232888081096,-0.09141476539981432,b
0.24926541866470903,-1.161227599908767,b
-0.7344608733424217,0.5583877532278678,b
-0.6303244914122084,-0.6076608825392745,b
0.533393869384318,-0.6256080143036776,b
1.0922638189528135,-0.35853883739958164,b
0.6419906719077799,0.8502958617895101,b
0.8905132732344817,-0.4426060015041824,b
-1.0267359248206163,0.050900788441359854,b
-0.045950314895175946,0.8862606924924772,b
-1.2037760947439575,0.3160546425926197,b
1.0049608879632355,-0.12674711514626755,b
-1.0098522679004793,0.046872466844662695,b
-0.5093294322234387,0.9439302019611093,b
-0.7009859011855265,-0.7791882388079389,b
0.0632626840432196,1.020429261745638,b
0.8182946901962956,0.4225487043579731,b
0.7221765991224746,0.7582726786749613,b
0.8239540190303484,0.8561102942215242,b
0.655846626382459,0.9257703618607043,b
0.7455399945723794,0.8878005846438278,b
-0.6008103724129923,-0.7344366383787063,b
0.3739865295400209,0.8197598969659866,b
-0.5584322688200057,0.8143428274463358,b
0.8014333960132863,-0.6073553711550148,b
-1.0946047634169653,0.1806966142184638,b
-0.41134222402021453,-0.7217679779704118,b
0.5406549090504247,1.0183307787793807,b
0.34910981849033007,0.9202012931299242,b
0.9259230467380687,0.2431307714144861,b
0.43825552999847023,0.7847004320362861,b
-0.14910584867789003,0.8210856335127772,b
0.4791408571087139,0.9704814547143658,b
0.8548902604168125,0.5328038957489721,b
0.6325472955088269,0.5987751917246285,b
-0.8441931946334246,0.2123543877116456,b
0.26183658932530934,0.9302753217597668,b
-0.7676625793960986,0.8788371850187047,b
-0.9738163479626666,-0.020912361534793505,b
-0.3108293480035052,-0.7907913208749705,b
0.9458204874453199,0.23849295429209696,b
0.29716014715883776,-0.9262261680852918,b
-0.5069120125396958,-0.5257326874024552,b
0.8662000731924039,0.4887411781538501,b
0.6845806070310012,-0.6969187858048865,b
0.9401261719604862,-0.5101481027914079,b
1.0987085106934904,0.4436408614286066,b
-0.18701048875607343,1.0968279585526461,b
0.3365308701485888,-0.9130674929079178,b
-0.009724542482206661,-0.8892942411779937,b
0.5028188336976642,1.1524178877033773,b
0.2541438176666901,0.9732880739914413,b
-0.6876629709757764,0.7279474136110998,b
-0.992874323942155,0.0968575223340367,b
-0.7510186939785893,-0.6899132185809675,b
-0.669745310905085,0.7230335645190831,b
-0.9166367304004364,0.2198535514521637,b
-0.015020942463749314,-0.9451947577380909,b
0.9703664603647965,0.22770376879400786,b
-0.014479127440238042,0.9455466701652724,b
-0.21198064089851704,-0.9041993930807671,b
0.7993689868030729,-0.6183919003427142,b
-0.9718803958691933,-0.07143659044919336,b
-1.1270604583946882,-0.23054992937919672,b
0.5744863728341189,0.4583097806063146,b
-1.049153243531536,0.359850960884762,b
-1.101073982697882,-0.2288676608762567,b
0.03748618626006112,0.7917740902028187,b
-0.11648110214447853,0.9586808550808258,b
-0.6905428144084113,0.6710008430986278,b
0.8524251354724088,0.10807377655543979,b
-0.40352870041141603,0.829247392773138,b
0.21322835328165696,0.8629903170655792,b
-0.5499064931409843,1.0386344181448395,b
0.7982945891111117,0.7474064277081406,b
0.8708637888577059,-0.715594720390871,b
-0.8920636586763567,-0.5947814282220013,b
-0.3822278542890627,-0.8005242608334995,b
0.2308633101292068,-0.9189936310321272,b
-1.0488872103114146,0.01026678637609357,b
0.750102247005001,0.4559133920739,b
-1.0423148243241906,-0.24751396050080193,b
-0.8342530144867468,-0.5064922419525765,b
-0.02757681949442755,-0.962122790445364,b
-0.9738592075017697,0.44592026010106584,b
0.7264511232899414,0.7503966462260581,b
-0.2030278197035151,0.9422788530956654,b
-0.7278402524926079,0.8459048312038608,b
-0.5425773414586876,-0.7078729703827213,b
-0.9583366883516384,-0.4566964854989419,b
-0.6550110299828005,0.8325253709146555,b
0.9655691949249028,-0.08200629201589581,b
-0.8128337710602047,-0.6368606539537817,b
0.07014008989054603,0.8720725338658715,b
0.8765258284817428,0.6519556236186775,b
0.5625597971486623,0.8042934385807644,b
0.024068124015224936,0.9474220362987056,b
0.5880361859710757,0.9354247659298301,b
0.3607576021807289,0.8567066094669359,b
-0.18791994586583866,0.8383504439711412,b
0.3909887217108698,0.7483534783969247,b
0.8451981588240502,-0.6407140884988118,b
0.7634840357952026,0.4211902774921964,b
-1.1615663777459129,-0.18032030584039568,b
-0.6696005844182005,0.42260321385925415,b
1.16248386741022,-0.12923689010535414,b
0.7783698594836487,0.6609002489049124,b
-0.793277222971978,0.5928424406196512,b
0.9281658920961865,-0.1802598887694862,b
0.690189241868321,-0.7778554683599306,b
0.4075228377243266,-0.9090722523300381,b
-0.05511071073784661,1.108961647846257,b
0.48230620406803226,0.88902009808951,b
-0.4965593655826777,-0.8852768239028339,b
0.8703110538172097,-0.4137129023483759,b
-0.9317348591061502,-0.3471504797963543,b
-0.9281828405448953,-0.44831282335636125,b
-0.15522898799141213,0.8143199875161203,b
0.10570071599211843,-0.8587003630728208,b
0.4139705747435887,0.9913655214831912,b
-0.4542113665091218,0.9100313577778356,b
-0.8758322379665264,0.4432377717981224,b
-1.0006982512593667,-0.047887311872842876,b
0.04933000705741532,1.0335816474256259,b
0.7102641456922868,0.6248890400759246,b
-0.7082484203890604,-0.5905766778258129,b
-0.2450536965028804,0.9896975752669366,b
-0.7871659941805655,-0.4407576147980848,b
0.5884728695200255,0.85849690512386,b
-0.8239227107569087,0.09809462342867786,b
-1.0798742299159827,-0.22426410387505993,b
0.9922299864270568,0.33501139431577986,b
